Headline,label
"Jó zsaru, rossz zsaru és halott zsaru",0
Véletlenül ufót filmeztek a Walking Deadben?,0
Tényleg rendíthetetlen,0
Fegyverhasználati tanácsok zombi apokalipszis idejére a PORT.hu ajánlásával,0
"Neill Blomkamp új sci-fit forgat, de sajna nem az Alien 5-öt",0
Az egyik legikonikusabb karakter után a B-filmek sztárja lett,0
"Bitang jó lett a legfrissebb, korhatáros Predator 4-trailer",0
Budapesti Filharmóniai Társaság – Egyéniségek összhangban 1853 óta,0
"Julia Roberts elárulta, hogy végződött volna eredetileg a Micsoda nő!",0
Pusztulóban a DiCaprio-film helyszíne,0
Ocean's Thirteen - A játszma folytatódik,0
Nosztalgiázzunk Matt Damonnal!,0
Megvan az új Bill és Ted főgonosza,0
Igazi gigasztár csatlakozhat a Marvel univerzumhoz,0
Bemutatják Colin Hanks dokumentumfilmjét a Bataclan-beli mészárlásról,0
Megvan az Öngyilkos osztag stábja,0
Brad Pitt és Shia LaBeouf egymást püfölték,0
Itt a Halálos iramban 9 első előzetese!,0
Kalandozás Pemzlivel: a MANK Nonprofit Kft. kreatív pályázati felhívása,0
"Megvan a Reszkessetek, betörők! reboot főszereplője",0
Befejeződött a Ragyogás-folytatás forgatása,0
Egy talkshow-ban már 20 évvel ezelőtt szemét módon elspoilerezték a Harcosok klubját,0
Vicces lesz az új Terminátor-film,0
Alakul a Gladiátor-folytatás,0
DiCaprio Spielberggel fog dolgozni Tarantino után,0
Pókember is megsiratta a szuperhőst megalkotó képregényművészt,0
"Egyszer volt, hol nem volt, volt egyszer egy John McClane",0
Karinthy Színház - a novemberi és decemberi előadásokat nem tartják meg,0
"Most már Freddy Krueger is azt mondja, Kevin Bacon legyen az új Freddy",0
Köszönjetek a kis barátomnak!,0
Brad Pitt és Adam Sandler majdnem közös filmben szerepelt,0
Ryan Reynolds Jim Carrey nyomdokaiba lép,0
Leonardo DiCaprio újabb Oscar-díjas rendezővel társul,0
Autósmozi nyílt az Árkádban,0
Amit nem tudtál a Becstelen brigantykról,0
A bolygó neve: Halál a legjobb Alien-film és a Prometheus a legrosszabb? Vagy fordítva?,0
"Ilyen volt, amikor Brad Pittet két autó ütötte el egyszerre",0
Margot Robbie irgalmatlanul pofon vágta Leonardo DiCapriót,0
"Colette – Megcsalhatsz, drágám, de csak lányokkal!",0
Akkor ez lesz a nagy karácsonyi film idén?,0
"Színészek, akiket a viselkedésük miatt írtak ki sorozatokból",0
Miért NEM úsznánk meg egy zombiapokalipszist?,0
Hangosan röhögős a Baywatch új előzetese,0
Mit mondott a kislány?,0
"Célegyenesben az Ahová lépek, szörny terem tévésorozat",0
Újabb izgalmas részlet derült ki a Tom Hardy-féle Venomról,0
A ma 40 éves Tom Hardy 9 zseniális filmes alakítása,0
Karanténból Szól A Nóta,0
"Ahhoz képest, hogy már 50 felett járnak a Bill és Ted-filmek sztárjai, veszettül fiatalosan néznek ki!",0
A Napkút Kiadó novemberi gyerekkönyvei,0
Meryl Streep is csatlakozott a Hatalmas kis hazugságok szereplőgárdájához,0
"Elborult folytatások, amikből szerencsére nem lett semmi",0
Az amatőr dealerek nehéz sorsa!,0
"Tudtad, hogy valójában sosem létezett a Reszkessetek, betörők! gengszterfilmje?",0
Dobj el mindent! Keanu Reeves hosszú idő után először mutatkozott nyilvánosan az új barátnőjével,0
"Ivan & The Parazol: Néha kevés, néha több",0
Bertolucci hárít: szerinte Schneider csak a vajról nem tudott,0
Online háború tört ki Lady Gaga miatt,0
Liam Neeson saját fiával játszik egy filmben,0
"Nem esett jól a Pókember-filmek sztárjának, hogy Gwyneth Paltrow azt sem tudja, ki ő",0
Jön a 2. évad Tom Hardy eszelősen jó sorozatához,0
Mads Mikkelsen mégsem lép Johnny Depp nyomdokaiba?,0
"Aki ver, az nem haver!",0
Jön a harmadik Alien-prequel!,0
Amerikai élet szépségekkel,0
"Bryan Cranston újraforgatta a Ragyogást, Chris Evans kocsival bolondozik – íme a legjobb Super Bowl reklámok!",0
"Tíz dolog, amit nem tudtál a Két pasi – meg egy kicsiről",0
Mary Poppins visszatér - Nem bűvöl el a csodadada,0
USEME: Mindenből a Semmibe,0
A Mátrix 4. színészgárdája újabb főszereplővel bővült,0
"Azt mondod, hideg van odakint?",0
"Schwarzenegger a T-800-as lesz a Terminátor 6-ban, vagy az ember, akiről a Halálosztót mintázták?",0
Ezért nem kapott Oscart a Kill Bill,0
Keanu Reeves felismerhetetlen a Bill és Ted 3 forgatásán,0
"Jól tették, hogy kivágták ezeket a jeleneteket kedvenc családi filmjeinkből",0
Itt A rettenthetetlen nem hivatalos folytatása,0
"Nagyon vicces hirdetésben toboroznak köpcös, hórihorgas, szőrös és zsiványképű szereplőket a Gyűrűk Ura-sorozatba",0
Ütős lesz a Walking Dead 7. évada,0
"Már megvolt a Forrest Gump 2. vázlata, de akkor jött 9/11, és minden másképp alakult",0
Kiosztották a Magyar Filmdíjakat,0
Kegyetlen módszerek a filmgyártás hőskorából,0
Két új könyv ovisoknak és kisiskolásoknak a Pagonytól,0
"Rendezők, akiket forgatás közben kirúgtak",0
"Nevetséges indokok, amelyekkel nagy sztárok szerepeket utasítottak vissza",0
Luc Besson megkapta Robert De Nirót!,0
"Itt a Cartoon Network legújabb kalandvígjátéka, a Gombik",0
Mit ér az élet Leo nélkül?,0
Meg - Az őscápa – Jason és a böszmehal meséje,0
Bárcsak nálunk is benne lenne Brad Pitt az operatív törzsben!,0
Katherine Waterston akár már holnap leforgatná az Alien: Awakeninget,0
Keanu Reevesnek fontos szerepe lesz a Toy Story 4-ben,0
Szarumán heavy metállal kedveskedik nekünk karácsonyra,0
Ocean's Eleven - Tripla vagy semmi,0
A Bosszúállók német bojkottja,0
Pierce Brosnan egyszerre szúrt oda az új Bond- és a Bourne-filmeknek,0
"Elképesztően látványos IMAX-trailert kapott Brad Pitt új sci-fije, az Ad Astra – Út a csillagokba!",0
Tom Holland részegen lefolytatott telefonbeszélgetése mentette meg a Pókember franchise-t?,0
Nehéz az orosz bérgyilkos lányok élete,0
A Netflixre érkezik az Oscar-díjas forgatókönyvíró újabb Oscar-gyanús filmje,0
Tom Hanks ismét Spielberggel forgat filmet,0
Rekordot döntött a Jóbarátok sztárja,0
"Célegyenesben Kevin Bacon Ahová lépek, szörny terem tévésorozata",0
Ridley Scott szerint kifogyott a lendület az Alien franchise-ból,0
"Ha más nincs, itt van Brad Pitt nekünk! - Hétvégi tévéajánló",0
A Gladiátor,0
Egy kis sci-fi a hétvégére!,0
"Sandra szembekötőset játszik, de nem viccből!",0
Az Alien híres jelenete Stanley Kubrickot is lenyűgözte,0
"Tönkretehetlek - Milyen barátok azok, akik mellől simán elvihetnek egy lányt?",0
Nézzél magyar filmet is #1 - 1945 ,0
Keanu Reeves MÁR MEGINT haláli jó fej volt!,0
"Kiderítették, melyik a 20 legaddiktívabb sorozat",0
"Jön a Mátrix 4, Keanu Reeves is visszatér benne!",0
Kézenállva felöltözős kihívással hecceli egymást a karanténban Tom Holland és Jake Gyllenhaal,0
Az amerikai elnökválasztás margójára,0
Robert De Niro káromkodva szidta Trumpot a Tony-gálán,0
A karbirkózás nem játék!,0
Neill Blomkamp az eredeti Robotzsaruval akarja leforgatni az új Robotzsarut,0
Nagy kedvenceink a múlt századból,0
"Színészek, akik egymásba bolondultak a forgatáson",0
Itt van a megújult Góbé első dala!,0
A bárányok hallgatnak után újabb Oscar néz ki Anthony Hopkinsnak,0
"Nem is egy, hanem két Predator lesz a Predator 4-ben!",0
"Remake készült az Egyenesen átból, itt az első trailer!",0
Tévésorozat készül a kultikus V mint vérbosszúból,0
Ijesztő fotókon Tom Hardy,0
Bob Dylan felcsapott zenészlegendák sírásójának,0
"A legjobb színész, aki sosem kapott Oscart",0
Oscarokra jelölt elme,0
A világ legjobb nője visszatér!,0
Brad Pitt is az űrbe készül,0
Megvan az új James Bond?,0
A nap képe: az öreg Terminator pattintja ki a fiatal Terminator izmait!,0
Nézd meg Tom Hardyt Al Caponeként!,0
"Kismalac, kismalac, engedj be!",0
Nagyon vicces és irtó cuki lesz az Így neveld a sárkányodat 3,0
Nagyon vadon,0
A The Walking Dead már a kutyát sem érdekli,0
20 éve röhögünk a Family Guyon!,0
Tom Hardy bevállalna még egy Mad Max filmet,0
Liam Neeson is csatlakozhat a Men in Black-spinoffhoz,0
Nyomás...,0
Feszítsük túl a húrt! – Múzeumi tábor az őszi szünetben,0
Az X-akták igen ütősnek ígérkező 11. évadát is Rékasiék szinkronizálják!,0
Egy foghíjas film ,0
Megvan végre az 1 milliárd dollárból készülő Gyűrűk Ura-sorozat rendezője!,0
"Egy genyó, mégis rendes zsaru - A Guardista",0
"Még mindig elképesztő, ahogy Scarlett Johansson és a szegény ember Amerika Kapitánya lezúzza fél Budapestet",0
Liam Neesont új oldaláról ismerhetjük meg,0
"Színészek, akik mindig ugyanazt a szerepet játsszák",0
Bongor: A én babám,0
"A szuperhősök küzdelmes hétköznapjai – Bruce Willis, Tom Hanks, Paul Newman és Christian Bale hétvégére",0
A Jóbarátok miatt perelik Robert De Niro cégének egyik alkalmazottját,0
Nagyon nagyot durranhat az új Halloween!,0
Nyilvános a CineFest programja!,0
"Bloodshot - Vin Dieselnek semmi humora, de a filmnek azért van egy kicsi",0
Stallone sokat fog dolgozni 2015-ben,0
Újabb Terminátor-titkok szivárogtak ki,0
"Sikerfilmek, amiket nagy stúdiók visszadobtak",0
"5 ünnepelt sztár, aki iszonyú viccesen parodizál más sztárokat",0
Itt az Oscar-díjas Mindenki rendezőjének új filmje,0
Újra együtt A Gyűrűk Ura sztárjai,0
Hihetetlenül cuki kutyás előzetes jött ki a John Wick 3-hoz!,0
Szuperhősökkel rekesztünk Dunát,0
"Ha kasszasiker lesz a Magyarországon forgatott T6, még több Terminátor-film jön!",0
A pedofíliával vádolt Bryan Singer megállapodott áldozatával,0
Egy jó kis űrwestern! ,0
Robert De Niro majdnem meghalt A szarvasvadász forgatásán,0
Az istókját!,0
"5 dolog, amit nem tudtál a születésnapos Leonardo DiCaprióról",0
Parfüm fatale,0
Dwayne Johnson Kínában forgat Die Hard-filmet,0
A bánatos képű lovag - Keanu Reeves,0
Volt egyszer egy… Hollywood: így rendezte Tarantino Brad Pitt félmeztelen jelenetét,0
Őszinte B-kategóriás marhulás lett a Ragadozó 4,0
Egy kis Brad Pitt senkinek sem árt,0
"A filmesek most már tényleg nem tudják, hol a határ",0
Leo és a legnagyobb rendezők,0
Miért kiabálnak a feketék fejhangon? - Központi hírszerzés filmkritika,0
Jöhet a Lemony Snicket sorozat!,0
"Dwayne Johnson megkapta végre azt a szerepet, amiről egész életében álmodott",0
Tom Hardy nem csak a filmvásznon fog elkápráztatni minket,0
Ölelni szavakkal - megjelent a Wellhello karantén-dala,0
"Ilyen az, amikor végére járnak egy igazán kényes ügynek!",0
Majdnem ezek a színésznők játszották a Fekete Özvegyet,0
Botrányosan rosszul muzsikál a mozikban Liam Neeson új akciófilmje,0
Az új Terminátor: Sötét végzet trailer három perc tömény zúzda,0
Vajon sikerül Meryl Streepnek elkapnia Antonio Banderast és Gary Oldmant?,0
"Bryan Singer, a Queen-film kirúgott rendezője érzéketlenséggel vádolja a filmstúdiót",0
Az eltűntek - Gerard Butler végre megint skót lehet,0
Az Oscar-verseny vesztesei,0
"Val Kilmernek 20 éve nincs senkije, pedig régen Angelina Jolie-val, Cherrel és Cindy Crawforddal is járt",0
Mi jár a fejedben? - Itt a Rózsavölgyi Szalon online műsora,0
"Keanu Reeves elárulta, mi John Wick hobbija",0
Újabb George R.R. Martin-regényt adaptálnak tévére,0
Készül a Pixar új mozija,0
"Mi van, ha a Breaking Bad a Walking Dead előzménysorozata?",0
A Hang nélkül 2. legneccesebb jelenetét kaszkadőr nélkül csinálta meg Emily Blunt,0
Örülhetnek a Terence Hill-rajongók: kedvencük újra Magyarországra jön!,0
"Maradj otthon! Nincs étterem, nincs gyúrás! Ezt üzeni Schwarzenegger a kaliforniai házából",0
Romulus – Az istenek kegyetlen játékosok,0
Megjelent Annie Ernaux Lánytörténet című regénye,0
Ionfényben fürdik az új Godzilla film,0
A világ legvonzóbb férfija - Brad Pitt,0
Liam Neeson az új filmjében is telefonon és stukkerrel fenyegeti a rosszfiúkat – íme a trailer!,0
Gwyneth levágott feje van a dobozban!,0
Kiszivárgott az új Conan-film nyitójelenete,0
Turay Ida Színház - előadásaikat elhalasztják,0
A Rambo 5 új hirdetése hülyét csinál az erőszakosságot számon kérő kritikusokból,0
"Víg napot, polgártárs! - 25 éves a Pusztító",0
Minden ízében tökéletes - Titokzatos folyó,0
Egy-két hulla vacsi mellé jól csúszik – Hullák a héten,0
Dwayne Johnson akar 2024-től az USA elnöke lenni,0
Elstartolt a Hang nélkül 2. forgatása,0
"Meghalt Jackie Stallone, Sylvester Stallone édesanyja",0
Hugh Grant majdnem hazavágta - Paddington 2,0
Tarantino új filmjéhez újabb nagyágyúk csatlakoztak,0
Új fotó jött ki Dwayne Johnson gigaszörnyes akciófilmjéhez,0
Meghalt Clint Eastwood egykori élettársa,0
Chadwick Boseman lemondott saját gázsija egy részéről Sienna Miller javára,0
Oscar-jelölt színész a Family Guy csapatában,0
Fergeteges karácsonyi videóban vall színt a ronda pulcsis Dwayne Johnson,0
A Horváth Péter Ösztöndíj 2020-as jelöltjei,0
"5 érdekesség, amit biztosan nem tudtál a Bud Spencer-filmek zeneszerzőjéről",0
Seth MacFarlane - Az övön aluli poénok királya,0
Kristen Stewart sosem fog Marvel filmben szerepelni,0
"Hurrá, Keanu Reeves és Alex Winter tényleg megcsinálja a Bill és Ted 3-at!",0
Tíz érdekesség a 25 éves Bad Boys – Mire jók a rosszfiúk?-ról,0
Nézd meg Denzel Washingtont pályája első filmfolytatásában!,0
Robert Zemeckis Boszorkányok című filmje miatt bocsánatkérésre kényszerült a stúdió,0
Nem szégyenlős a Queen-film új előzetese,0
Feltámad az Æon Flux is,0
Kazahsztánban megcsinálták a Borat folytatását ,0
A szeretet hiányzó illata,0
Keanu Reeves áprilisban kezdi el forgatni a John Wick 3-at,0
Itt a világ legdrágább háborús filmjének új előzetese!,0
Meryl Streep: Dustin Hoffman a Kramer kontra Kramer forgatásán átlépett egy határt,0
Az Igazából szerelem kap egy 10 perces folytatást,0
Annyira bírjuk ezeket az aljas gyilkosokat!,0
Rakj bele valami csajt is a Rambo 2-be!,0
Meghalt A nyolcadik utas és a Twin Peaks sztárja,0
"Zúzunk az éjszakában, én meg pár haver – milyen lehet egy repülőn átélni a világvégét?",0
"Love Life – Anna Kendrick szerelmi élete pont olyan uncsi, mint ő maga",0
Zene az ünnepek idejére,0
Folytatásban az erő!,0
"Egyetlen filmért jelölték Oscarra Harrison Fordot, és az ma este lesz a tévében",0
Az istenkomplexusos Ridley Scott végleg tönkretette az Alien-mítoszt,0
"Keanu Reevest szembesítették a 35 évvel ezelőtti Coca Cola-reklámjával, hatalmasat röhögött",0
Hát így néz ki Columbo felesége,0
"Újabb bőrt húznak le a Reszkessetek, betörőkről",0
Kendnek is ilyen sűrű a levese? - Emlékezetes kajajelenetek,0
Bud Spencer emlékprogram a Pólus moziban,0
Eltűnt Brad Pitt filmje,0
Ralph Fiennes női szerepben debütál,0
Posztumusz mozi,0
Bővült a TED 2 stábja,0
Jurassic World: Világuralom – Ilyen volt leforgatni egy blockbustert a világjárvány kellős közepén,0
A szépség és a szörnyeteg,0
Sylvester Stallone visszatér a ringbe,0
"Nyomkeresők – Mivel tudhat többet egy dél-afrikai krimisorozat, mint a többi?",0
BRÉKING!!! Keanu Reeves kopaszra nyíratta a fejét a Mátrix 4 kedvéért!,0
Bud Spencer után Terence Hillről is filmet forgatna a Piedone nyomában rendezője,0
A Szikla megint vígjátékban utazik,0
Ezt gondolja a Doctor Sleepről a Ragyogásban látott kisfiú,0
Tom 'Pókember' Holland válaszolt Kirsten Dunst fikázására,0
A legfélelmetesebb pszichopaták a vásznon,0
"A sci-fi, amit még a világűrbe is kivittek",0
"Jön az X-Men sorozat, Brian Synger rendezi a pilotot",0
Matt Damon is vendégszerepel a női Ocean-filmben,0
Sarkvidék - Mads Mikkelsen egy deres szakállú félisten,0
"Meghalt Gilbert Grape anyukája, DiCaprio meghatóan gyászolja",0
"Nem jó film, mégis imádják",0
"Brutális a Walking Dead évadnyitója, kiakadt a fél internet",0
Helena Bonham Carteré az idei BAFTA-díjátadó egyik legkínosabb pillanata,0
Sokat kell még várnunk a Sikoly rebootra,0
"Jön a Gladiátor 2, de Russell Crowe nélkül",0
"Helen Mirren válaszolt azoknak, akik összekeverték Keanu Reeves barátnőjével",0
Kit Harington együtt mókázott az Így neveld a sárkányodat Fogatlanjával,0
Ő lesz Amerika következő elnöke - Dwayne Johnson-filmek hétvégére,0
"10 sztár, akik gyűlölték egymást a forgatásokon",0
Ez Tarantino szerint az évtized legjobb háborús filmje,0
A hét filmje – A keresztapa,0
"10 sztár, akik gyűlölték egymást a forgatásokon",0
"Fél tucatszor jelölték őket Oscarra, mindhiába. Talán ezért most megkapják?",0
Ezért szerettük annak idején Johnny Deppet!,0
Itt a 3. rész Blomkamp gyomorforgató Alien 5-pótlékából,0
Jöhet a 28 hónappal később?,0
Újabb izgalmas jelenetfotó jött ki a Rambo 5-höz,0
"A lány egy semmittevő, de nagyon aranyos",0
Arnoldnak gyilkos humora van!,0
Új előzetes futott be Nicole Kidman és Hugh Grant izgalmas krimisorozatához,0
Meryl Streepet támadó plakátok árasztották el Los Angelest,0
Előkerült Sylvester Stallone legbizarrabb mozgóképes produkciója!,0
A lány meg a gyerek a hasában,0
Irodai patkányból lesz a legjobb bérgyilkos,0
Bill Murray lemaradt a Toni Erdmann remake főszerepéről,0
"Most tuti megérted, hogy illeszkednek a sorozatba az új Alien-filmek",0
"Üdvözöllek, dicső lovag! - A sötét lovag",0
"Egerek, emberek",0
Jó hír a skandináv krimik kedvelőinek!,0
Ha már a zsarukban sem bízhatsz...,0
Keanu Reeves is csatlakozhat a Marvel univerzumhoz,0
"Schwarzenegger arról panaszkodik, hogy már rég le kellett volna forgatni a Legend of Conant",0
Zseniális videóban feszül egymásnak az eddigi összes James Bond,0
Egy félisten kalandjai Nike tornacipőben,0
Folytatódik a Mellékhatás és több más RTL Klubos sorozat,0
Vámpírbébi a láthatáron,0
Karinthy Színház - mai műsorváltozás,0
A béke nagykövetévé avatta Leonardo DiCapriót az ENSZ ,0
"Börtönkörülmények közt, teljes titokban kell dolgoznia a Gyűrűk Ura-sorozat íróinak!",0
Hamarosan forog Leonardo DiCaprio új filmje,0
Magyar győzelem a Nemzetközi Emmy-gálán,0
"Fontos Walking Dead-szereplőről derült ki, hogy meleg",0
"Így kell elrontani egy ütős filmélményt, köszi Netflix!",0
"Jelenetek, amiket megbántak a színészek",0
Vissza Skóciába! - T2 Trainspotting,0
Ridley Scott azért sem hagyja kimúlni az Alien franchise-t,0
"Capone – Megnéztük Tom Hardy befosós maffiózófilmjét, hogy nektek ne kelljen",0
Mégis elveszik a nemi erőszakkal vádolt rendezőtől a Red Sonját,0
Ez is Terézváros!,0
"Tintoretto: Egy lázadó Velencében – Gyorsabb volt, mint bárki más",0
"Batman végre megmutatja nekünk, mitől félünk",0
"5 akciósztár 50 felett, aki nem akar leállni",0
Jack Black is elefántok elől menekül a Jumanji 2-ben,0
Bréking! Xenomorfok helyett neomorfok lesznek az Alien: Covenantban,0
Amikor Bruce Willis igazán pörgött,0
Kiderült a Superman-sztár halálának oka,0
Így lett Keanu Reeves pocakos apukából egy perc alatt kigyúrt félisten,0
Közel 32 ezer liter kólát öntött az úttestre az új Bond film forgatásán a kaszkadőrkoordinátor – és jó oka volt rá!,0
"Keanu Reeves szerint a Mátrix 4 „inspiráló szerelmi történet lesz, tele akcióval, és nem megy vissza a múltba”",0
Peninsula: Holtak szigete - Ennél kicsit több vért vártunk,0
Hátborzongatóan vicces a barátságos Adolf Hitler a Jojo Rabbit új előzetesében,0
Megtörte a csendet a szexuális zaklatással vádolt Kevin Spacey partnere,0
Ötödik rész is készül Keanu Reeves John Wick franchise-ához,0
Majdnem Tom Hardy lett Elton John,0
Robert De Niro megint rosszfiú lesz,0
Egy csodálatos elme,0
Oltári jó trailer jött ki a Bill és Ted 3-hoz!,0
Ezek a színészek játszottak a legtöbbször gonosz figurát,0
"Stallone úgy érzi, csúnyán elcsaklizták tőle a Rocky-jogokat",0
Augusztusban jön a egész estés Mancs Őrjárat!,0
Film készül a fiatal Schwarziról és a gyúrás aranykoráról,0
"Az Apple menti meg De Niro, Scorsese és DiCaprio új krimijét?",0
"Tizenkét dolog, amit nem tudtál Baz Luhrmann Rómeó és Júliájáról",0
Amikor még gyerekcipőben jártak a szuperhősfilmek,0
"10 dolog, amit nem tudtál a Mamma Miáról",0
Ki ölte meg JFK-t? Hát a Walking Dead leggyűlöltebb szereplője!,0
"7 improvizált jelenet, amik emlékezetesebbé tették a filmeket",0
Nem reboot lesz a Jumanji 2,0
Hosszan zár a The Walking Dead,0
Mozizz ingyen karácsonykor is! A szeretet jegyében,0
Színdarab lett minden idők legbritebb bűntényéből,0
Nem volt mindig jó Keanu Reevesnek lenni,0
Tényleg jön a John Wick spin-off,0
Megváltoznak a koronavírus miatt az Oscar szabályai,0
"Hétvégi filmparádé: Gladiátor, Terminál, Star Wars",0
"Véget ért a Rambo 5 forgatása, Stallone szívszorító videóban búcsúzik",0
Újabb rekordot döntött a The Walking Dead ,0
Arnold Schwarzenegger is csatlakozott a macis alapítványhoz,0
"11 ok, amiért imádjuk Dwayne Johnsont",0
Hétvégi klasszikusok,0
"Rami Malek elmondta, milyen volt a szexuális erőszakkal gyanúsított Bryan Singerrel dolgozni",0
12 év munkája a moziban,0
Joe Pesci is csatlakozott a Scorsese-féle Nagy Gengszterfilmhez!,0
"Hogy mondta, őfelsége?",0
"Kiderült egy rakás vicces érdekesség a 30 éves Reszkessetek, betörők! forgatásáról",0
Egy nő láthatatlan élete – Rióban sincs minden nap karnevál,0
"Richard Pryor özvegye boldogan megerősítette, hogy Marlon Brando régen lefeküdt a férjével",0
Sötét vizeken - Hulk lenyomja az egész vegyipart,0
Néha a suttyóknak is szurkolhatunk,0
25 évvel a második rész után a Netflix hozta el nekünk az Örömapa 3-at!,0
"Sharon Stone elárulta, ki volt a legjobb csókpartnere a vásznon",0
Elkaszálták kedvenc krimisorozatunkat,0
Samuel L. Jackson tizenöt nyelven tanít káromkodni,0
"5 évados lesz az Amazon Gyűrűk Ura-sorozata, 1 milliárd dollárt költenek rá!",0
Hungarian FolkEmbassy & Barátai: Báthory–Balassi–Bem–Balatonboglár,0
Szívmelengető fotóval jelentkezett be Schwarzenegger a T6 forgatásáról,0
A Pókember marketingesei már az emberek halálra ijesztésétől sem riadnak vissza,0
Nagyon cukinak ígérkezik a Pixar új animációs filmje,0
Nem vágott verzió,0
Eldobod az agyad ettől a Toy Story-rajongói teóriától,0
Schwarzenegger fia elhajította apja nevét,0
Bradley Cooper meghódítja a Broadwayt,0
Jegeli a Sony a Last of Us videojáték filmváltozatát,0
"Itt az Alien-sorozat új része, sokkal parább lett, mint az első!",0
"Külföldön is népszerű a magyar kezek által szerkesztett, kultfilmeket egybemontírozó oldal",0
Nagyon durva lett volna az Alien eredeti vége,0
Schwarzenegger üzeni: lesz új Conan és új Terminator!,0
"Színészek, akik színész szüleikkel szerepeltek egy filmben",0
"Tíz dolog, amit nem tudtál a szülinapos Gwyneth Paltrow-ról",0
12 millió dollárra pereli Robert De Nirót egykori asszisztense szexista megjegyzések és zaklatás miatt,0
Belvárosi színház - közlemény,0
Meghalt egy stábtag Tom Hanks filmjének forgatásán,0
Csillagtengeren az Intim Torna Illegál,0
A valóság pikantériája,0
Mel Gibson újra csatába indul,0
Scorsese-nek eredetileg ki kellett volna vágnia a Nagymenőkből a saját anyukáját!,0
Újra összeáll Robert De Niro és Jennifer Lawrence ,0
Christian Bale belehúz a hétvégére!,0
Egy kis vidámságot kérünk!,0
Stallone Rambo-pólóban gyúr a Rambo 5-re,0
Még hatalmasabb kis hazugságok,0
Filmzene lassú repüléshez: megjelent a Mezumm első nagylemeze,0
Stallone a koronavírussal és a maszkviseléssel viccelődött – megorroltak rá a rajongói,0
A Trónok harca Tyrionja Jézusnak képzeli magát,0
Woody Harrelson és Kevin Costner az új Butch Cassidy és a Sundance kölyök,0
Íme egy újabb bizonyíték Keanu Reeves tökéletességére!,0
Schwarzenegger nagyon megszívatta Stallonét a '90-es években,0
A Mulan-trailer után befutott a Demóna 2 új előzetese is!,0
Terence Hill kedves üzenetet küldött a magyar rajongóinak,0
Az év két legjobban várt filmjének is elhalasztják a premierjét,0
Támadás a Fehér Ház ellen 3. - A védangyal bukása - Kevesebb mint testőr,0
Kalózos videóval tért vissza a verselő Rambo atyja,0
"A Deadpool rendezője szerint béna volt a Terminator 5, az ő T6-ja sokkal jobb lesz!",0
Kispénteki tévéajánló otthonülőknek (azaz szinte mindenkinek),0
"7 ok, ami miatt a Terence Hill - Alpesi őrjárat című sorozat telitalálat",0
Brad Pitt istentelenül megszívatta George Clooney-t az Ocean’s Twelve forgatásán,0
Liam Neeson mégsem vonul vissza,0
"Az erotikus vígjáték, ami megágyazott Demi Moore bukásának",0
Shia LaBeouf széttrollkodta Brad Pitt és Jennifer Aniston adománygyűjtő felolvasását,0
"A koronavírus miatt mégsem kerül idén mozikba a várva várt, Magyarországon forgatott Dűne",0
Ethan Hawke tragikusan korán elhunyt színészbarátjára emlékezett,0
"Nahát, egy vicces Vince Vaughn film!",0
"80 éves Blasek Gyöngyi, hazánk legidősebb aktív bábszínésze",0
"Leonardo DiCaprio elmesélte, mit tanult meg egy életre Martin Scorsese-től",0
"Máris itt az első, félelmetes előzetes az új Alien-sorozathoz!",0
Ki hordja a nadrágot?,0
"Tíz dolog, amit nem tudtál A partról",0
Bréking: Stallone él!,0
Rambo lóra pattan,0
Schwarzenegger keservesen sír majd az új filmjében!,0
"Jaj, az újoncoknak! - Beavatás",0
Új előzetest kapott Keanu Reeves robothasonmásos sci-fije,0
A legszimpatikusabb pasas Hollywoodban,0
Stallone és Kurt Russel is szerepel A galaxis őrzői 2-ben,0
"Keanu Reeves elmondta, miért döntött úgy, hogy megcsinálja a Mátrix 4-et",0
Dumbo - Tim Burton megint tud mesélni,0
Joss Whedon komoly szerepet kapott a DC szuperhősfilmjeiben,0
A francia hadnagy elő se kerül!,0
"Keanu Reeves már elolvasta a Mátrix 4 forgatókönyvét, szerinte igencsak ambiciózus",0
"Hihetetlen kulisszatitok derült ki a 2010-es évek legjobb akciófilmjéről, a Mad Max 4-ről",0
"Joaquin Phoenix Jokeréről nehéz eldönteni, hogy rettegjünk tőle vagy inkább sajnáljuk",0
Így nézne ki Keanu Reeves szuperhősként,0
Így mentette meg Edward Norton Leonardo DiCaprio életét,0
"Tíz dolog, amit nem tudtál a Kapj el, ha tudsz!-ról",0
Alapszereplő hagyja ott a The Walking Deadet,0
Szerenádok Szentendrén,0
"A nyolcadik utas helyett a Covenant előtt tisztelgett az utolsó, egyben legfurcsább Alien-kisfilm",0
R-kategóriás bikinis gigabuli lesz a Rock-féle Baywatch,0
"Ridley Scott sci-fi sorozatot forgat – de nem lesz benne se Alien, se replikáns",0
"A pimasz fickó, aki a legviccesebb párbeszédeket írja",0
Mit hoz az augusztus a mozikba – ha minden jól megy?,0
Brad Pitt és a robotok,0
A nők csak biodíszletnek jók,0
"Ismered a filmet, amiben Christian Bale és Jennifer Lawrence mellett Margot Robbie, Angelina Jolie és Jamie Foxx is szerepel?",0
"Nevettél már ma? Most majd fogsz: ilyen lett volna a Reszkessetek, betörők!, ha a kis Stallone intézi el benne a Vizes Bandát",0
James Franco vett egy könyvet,0
Elrabolt világ - Jó kis zsákbamacska ez a film!,0
